"","white","wage","Dany","Dmult","maemp","scht","qmab","qmab2","qvab","qvab2","paed_u","maed_u","agepa","agema","sib_u","wagebin"
"1801",1,2.79833470610901,1,"O/eq",0,3,5,4,2,4,11,17,42,39,0,1
"1802",1,1.99710431764834,0,"None",0,1,3,3,1,2,10,9,40,42,0,0
"1803",1,2.01037412835285,1,"O/eq",0,1,4,5,5,5,8,10,70,57,6,0
"1804",1,1.83317406009883,0,"None",0,1,3,1,2,2,9,10,53,39,6,0
"1805",1,2.16562444227747,0,">=A/eq",0,1,3,2,3,3,0,0,58,48,0,1
"1806",1,2.47254322073423,0,"None",1,2,5,5,3,4,9,11,40,43,1,1
"1807",0,1.521128710825,1,"O/eq",0,2,2,2,1,1,0,0,43,34,1,0
"1808",1,2.75762301357463,1,">=A/eq",0,2,3,4,3,3,9,9,41,37,0,1
"1809",1,3.6507777585648,1,">=A/eq",0,3,3,3,4,3,0,0,40,40,0,1
"1810",1,1.82456712448039,0,"None",0,1,4,3,2,2,10,10,34,34,3,0
"1811",1,2.26147311599925,1,">=A/eq",1,3,4,5,1,4,9,11,41,46,2,1
"1812",1,1.56467608455569,0,"None",1,1,5,3,5,5,11,11,38,39,1,0
"1813",1,2.50250439858064,1,">=A/eq",1,1,2,4,5,5,13,11,41,35,1,1
"1814",1,2.86331299203448,1,">=A/eq",1,3,5,5,4,5,8,9,44,41,1,1
"1815",1,2.92601705226115,0,"None",0,1,2,3,2,2,0,0,53,50,0,1
"1816",1,2.31520331790671,1,"O/eq",1,2,5,1,2,3,13,10,46,39,3,1
"1817",0,2.07187646115198,0,"None",1,2,3,2,3,2,9,10,37,38,2,0
"1818",1,2.223117725458,1,">=A/eq",1,3,5,5,4,5,11,10,38,36,1,1
"1819",1,2.27410257142037,0,">=A/eq",0,2,5,4,4,3,9,9,62,51,1,1
"1820",1,1.11954285087996,1,"O/eq",0,2,1,4,1,2,9,9,55,50,0,0
"1821",1,1.82893792842515,1,">=A/eq",0,1,1,4,5,4,10,10,53,48,4,1
"1822",1,2.05111313029193,0,"None",1,1,4,5,5,5,13,9,36,36,0,1
"1823",1,2.06706105475314,0,"None",1,1,1,1,1,1,9,9,47,41,1,0
"1824",1,2.29677243623883,0,"None",0,1,1,1,1,1,0,0,54,52,0,1
"1825",1,2.33654691418633,1,">=A/eq",0,1,4,4,2,5,9,13,62,60,0,0
"1826",1,1.76197329279967,0,"None",0,3,5,3,5,5,0,0,46,39,0,0
"1827",1,2.60352342110127,1,">=A/eq",0,1,3,5,4,4,0,0,45,41,0,1
"1828",1,2.13637611130252,1,">=A/eq",0,2,3,4,2,3,9,10,52,44,0,1
"1829",1,2.15582083561457,1,">=A/eq",1,1,1,2,1,2,10,10,44,38,1,1
"1830",1,2.01156627386808,1,">=A/eq",1,1,4,3,4,2,10,11,43,40,3,1
"1831",1,2.48880207585171,0,"O/eq",1,2,2,1,1,1,9,9,49,45,1,0
"1832",1,2.30750386463478,1,">=A/eq",0,2,2,4,3,2,9,9,44,43,1,0
"1833",1,2.43985046003945,1,"O/eq",0,3,4,4,4,4,9,8,46,42,0,1
"1834",1,1.64414686127566,1,"O/eq",0,2,2,3,2,2,9,9,55,55,0,0
"1835",1,2.36548478761688,1,">=A/eq",0,2,2,3,3,3,9,9,41,43,3,1
"1836",0,1.91131672146731,1,"O/eq",0,1,1,4,2,2,9,10,57,54,5,1
"1837",1,2.74706002534367,1,">=A/eq",1,1,2,4,1,4,12,9,49,46,0,1
"1838",1,1.66770572913811,1,">=A/eq",1,1,4,5,2,5,11,11,43,40,1,0
"1839",1,1.26916388142854,0,"O/eq",0,1,2,2,3,2,8,9,43,38,0,0
"1840",1,2.05697632278316,1,"O/eq",1,1,4,3,1,2,9,9,52,53,3,0
"1841",1,2.94385146279819,1,">=A/eq",0,3,4,3,5,5,7,9,53,47,0,1
"1842",0,3.64966338337399,1,"O/eq",1,3,5,4,4,4,10,7,41,44,1,1
"1843",1,1.69926269655116,0,"None",0,1,1,1,1,1,0,0,45,43,0,0
"1844",1,1.91712371446192,1,">=A/eq",0,5,5,4,1,3,0,0,39,38,0,0
"1845",1,2.25792896398344,0,"None",0,1,3,2,2,1,0,0,39,40,3,1
"1846",1,2.29257751372643,0,">=A/eq",1,1,1,4,3,4,10,10,41,39,2,1
"1847",1,1.09156575938687,1,"O/eq",0,2,2,2,2,2,9,11,58,53,1,0
"1848",1,1.79772649961523,0,"None",0,1,2,2,1,2,0,0,51,40,0,1
"1849",1,2.32316649798304,1,"O/eq",0,5,4,5,2,5,11,12,40,41,0,1
"1850",1,2.33012647321448,1,"O/eq",0,1,2,3,2,3,9,11,50,46,1,1
"1851",1,2.5916575633455,0,"None",1,1,1,1,1,1,11,7,42,42,0,1
"1852",1,1.89566162298433,1,"O/eq",1,3,2,3,3,4,9,10,41,37,2,1
"1853",1,2.24269070639275,1,">=A/eq",1,2,5,4,4,3,9,11,45,40,0,1
"1854",1,2.55402925680392,0,"None",0,1,3,3,2,3,9,9,53,53,1,1
"1855",1,4.21928579593077,1,"O/eq",0,5,5,3,3,4,0,0,40,43,0,1
"1856",1,2.55298341996968,1,">=A/eq",1,2,3,4,3,3,9,9,53,51,1,1
"1857",1,2.46872362843715,0,"O/eq",0,1,4,3,3,3,0,0,43,40,0,1
"1858",1,2.61481470544823,1,">=A/eq",1,1,1,5,4,5,9,12,49,45,0,1
"1859",1,2.3277623062022,1,">=A/eq",1,1,4,4,1,3,10,9,54,48,1,1
"1860",1,2.94342713942751,1,">=A/eq",0,1,4,5,3,5,0,0,63,58,0,1
"1861",1,2.06663282588124,1,">=A/eq",1,3,4,5,4,5,9,11,58,50,2,1
"1862",1,2.53385152295232,0,"None",0,1,2,2,3,2,9,10,49,47,2,1
"1863",1,2.65662245010026,1,">=A/eq",0,1,5,4,1,3,15,9,50,49,6,1
"1864",1,2.79266787483357,1,">=A/eq",1,4,5,5,4,4,13,11,46,44,1,1
"1865",1,2.48034458840266,1,">=A/eq",0,1,5,5,5,5,0,0,47,42,0,1
"1866",1,1.91894106846303,1,"O/eq",1,2,5,4,1,4,9,9,51,50,1,0
"1867",1,2.57917420589365,1,"O/eq",1,5,2,2,2,2,10,10,38,38,1,1
"1868",1,1.26298649702221,1,">=A/eq",0,1,4,4,4,4,0,0,55,55,0,0
"1869",1,1.86780882487073,1,"O/eq",1,1,3,3,1,2,9,9,44,42,2,0
"1870",1,1.87481525726616,0,"None",1,2,3,2,4,2,10,10,39,39,2,0
"1871",0,1.81762435520068,1,"O/eq",1,1,2,3,1,3,10,10,58,48,4,1
"1872",1,1.38824796304107,1,">=A/eq",0,4,3,5,5,4,0,0,45,42,0,0
"1873",1,2.3218865278177,0,"None",0,1,4,3,2,3,0,0,38,37,0,0
"1874",1,2.02954085590318,1,">=A/eq",1,3,5,5,4,4,9,7,51,41,0,1
"1875",1,2.50128136528655,0,"None",0,1,3,3,4,2,0,0,44,41,2,1
"1876",0,2.14785638428294,1,"O/eq",1,1,4,1,3,1,9,9,46,48,1,1
"1877",1,0.858472545165573,0,"None",0,1,2,1,1,1,8,10,38,47,1,0
"1878",1,3.76859492133372,1,">=A/eq",0,4,5,5,5,5,13,12,53,53,0,1
"1879",1,1.76821679528802,0,"None",1,1,3,3,2,2,9,9,50,48,2,0
"1880",1,0.936874596634883,0,"None",1,1,1,1,2,2,9,10,41,33,3,0
"1881",1,2.79613516665995,1,"O/eq",1,1,4,1,4,4,9,10,41,41,2,1
"1882",1,1.75254881032742,1,">=A/eq",1,4,3,4,4,5,9,9,61,54,1,0
"1883",1,2.75047892634757,1,"O/eq",1,1,3,3,4,5,9,9,45,42,2,1
"1884",1,3.04645138233901,1,">=A/eq",0,4,5,5,3,5,11,9,57,51,0,1
"1885",1,2.83953393832781,1,">=A/eq",0,1,1,2,2,2,9,9,44,42,1,1
"1886",1,2.71961677679792,1,"O/eq",0,1,3,2,1,2,9,9,46,44,1,1
"1887",1,2.11417302349582,1,">=A/eq",1,1,5,5,5,3,9,9,44,42,1,1
"1888",1,3.20703094708733,0,"None",0,2,3,2,3,2,9,9,55,55,3,1
"1889",1,2.70343312015757,1,">=A/eq",1,3,5,5,5,5,12,11,42,38,2,1
"1890",1,1.78796199150384,1,"O/eq",1,1,4,1,2,1,9,10,38,37,3,1
"1891",1,2.30777691537514,1,"O/eq",1,1,5,4,5,3,10,10,39,37,1,1
"1892",1,2.28028775355779,1,">=A/eq",0,1,1,4,2,3,0,0,47,43,0,1
"1893",1,2.37012355471962,1,">=A/eq",0,5,1,1,2,2,0,0,45,42,1,1
"1894",1,2.21537314844317,0,"None",0,1,3,3,3,1,9,9,43,43,2,0
"1895",1,2.65559223946184,1,"O/eq",1,1,4,2,4,2,10,9,49,45,2,1
"1896",1,2.19530800450593,1,">=A/eq",1,3,5,5,5,5,8,10,53,43,1,1
"1897",1,2.62992040626704,1,">=A/eq",0,4,5,5,5,5,12,12,67,57,2,1
"1898",1,2.47708143270574,1,">=A/eq",1,3,5,5,5,4,9,9,43,42,1,1
"1899",1,1.59683212055825,1,"O/eq",0,1,4,5,3,5,11,11,41,36,1,0
"1900",1,2.39508300158195,1,"O/eq",0,2,4,5,3,5,9,9,55,62,2,1
"1901",1,2.75295898783952,1,"O/eq",1,2,4,2,2,3,9,9,45,45,1,1
"1902",1,2.71567362453789,1,">=A/eq",1,1,4,3,4,3,9,9,50,43,0,1
"1903",1,2.27056408370845,1,">=A/eq",0,3,4,5,4,5,0,0,38,33,0,1
"1904",1,3.38334281975403,1,">=A/eq",0,1,5,3,3,3,0,0,66,50,0,1
"1905",1,2.69821565761231,1,">=A/eq",1,2,4,5,4,4,9,10,41,40,1,1
"1906",1,1.99287898815237,1,">=A/eq",1,2,3,4,3,4,9,9,60,55,0,0
"1907",1,1.46113407565281,1,">=A/eq",1,1,1,4,1,1,9,9,43,42,3,0
"1908",1,1.72723998967558,0,"None",0,2,3,3,2,4,9,9,37,36,0,1
"1909",1,2.45893355389126,0,"None",1,2,4,4,3,4,9,9,51,47,4,0
"1910",1,2.31147189694457,1,">=A/eq",1,3,5,5,3,5,11,9,46,41,2,1
"1911",1,2.92795068002306,1,">=A/eq",1,4,5,5,5,5,18,12,49,41,1,1
"1912",0,2.42291969573126,0,"None",0,1,2,4,1,5,0,0,41,37,2,1
"1913",1,2.45634129829704,1,">=A/eq",1,1,3,4,5,4,9,9,50,47,1,1
"1914",1,2.47501498972997,1,">=A/eq",1,2,4,4,4,4,11,11,46,47,2,1
"1915",1,1.45532359112985,0,"None",0,2,3,2,3,1,9,9,50,50,1,0
"1916",1,2.03145148069598,1,">=A/eq",1,1,2,3,3,2,11,9,44,45,0,1
"1917",1,1.5337220155634,0,"None",1,1,2,1,3,1,9,9,61,45,0,0
"1918",1,1.87918467493728,1,">=A/eq",1,2,1,5,2,4,9,11,60,53,2,1
"1919",0,2.9117685011588,1,">=A/eq",1,1,2,2,4,4,10,10,54,49,1,1
"1920",1,2.51839980483055,1,">=A/eq",1,1,5,5,4,4,11,13,40,39,1,0
"1921",1,2.05622866842896,1,">=A/eq",1,4,3,5,5,5,12,11,51,48,1,1
"1922",1,1.37591674434952,0,"None",1,1,3,5,3,5,9,9,48,41,2,0
"1923",1,1.83195541519672,1,">=A/eq",1,3,2,3,4,3,9,9,41,41,2,0
"1924",1,2.04235866758972,1,"O/eq",1,1,2,2,2,2,9,12,52,57,1,0
"1925",1,1.82967437105253,1,">=A/eq",0,2,4,2,2,2,9,9,54,48,0,0
"1926",1,3.2694449739065,1,"O/eq",1,3,3,5,5,5,11,12,50,49,2,1
"1927",1,1.2844391092658,0,"None",1,1,1,1,3,1,10,10,44,47,3,0
"1928",1,3.06777443224564,0,">=A/eq",1,1,5,3,5,3,12,9,40,41,6,1
"1929",1,2.38970265095122,1,"O/eq",1,1,5,2,4,4,10,10,40,41,1,0
"1930",1,2.71675039082765,1,">=A/eq",0,1,3,4,3,3,0,0,41,44,0,1
"1931",1,1.97371349995956,1,">=A/eq",0,3,5,5,4,4,9,9,48,44,0,1
"1932",1,2.03839917527512,0,"None",1,2,4,3,3,1,9,9,45,47,2,0
"1933",1,2.35265680751764,0,"None",0,1,4,1,1,1,9,9,36,37,0,0
"1934",1,2.34514729469083,1,"O/eq",1,4,2,2,3,2,11,11,52,50,1,1
"1935",1,1.4017193755135,1,">=A/eq",0,3,5,5,5,5,11,11,45,46,1,0
"1936",1,2.62364445673302,1,"O/eq",0,1,2,4,4,5,10,9,56,44,0,1
"1937",1,2.54942589811981,1,"O/eq",0,1,5,4,3,3,18,11,43,42,3,1
"1938",1,2.07764356350526,1,"O/eq",0,2,2,2,3,2,9,10,57,57,2,1
"1939",1,1.82017858233303,1,">=A/eq",0,2,2,4,1,3,12,11,44,43,2,0
"1940",1,1.68083077622578,1,">=A/eq",0,5,2,1,4,2,0,0,39,43,0,1
"1941",1,3.17452655965462,1,">=A/eq",0,2,5,4,4,4,11,11,50,43,1,1
"1942",1,1.38581144367345,0,"None",1,1,1,1,1,1,9,10,42,38,1,0
"1943",1,1.67294252198189,0,"None",0,2,5,4,4,2,0,0,41,36,0,0
"1944",1,2.29850008361973,1,">=A/eq",1,1,5,5,3,4,10,10,47,37,2,1
"1945",1,2.6714373473078,1,">=A/eq",1,1,2,4,3,3,10,9,50,49,2,1
"1946",1,0.182644050335512,1,">=A/eq",0,1,1,1,1,2,0,0,36,36,3,0
"1947",1,1.60912138503045,1,">=A/eq",0,2,4,4,4,3,10,10,40,34,0,0
"1948",1,1.50666909315624,1,"O/eq",1,1,4,3,1,2,9,9,44,44,1,0
"1949",1,2.57435643835925,1,"O/eq",1,1,3,1,1,1,10,10,58,53,1,1
"1950",1,2.17095882841386,1,">=A/eq",1,1,2,3,4,3,9,13,52,47,4,1
"1951",1,1.99817196209915,1,">=A/eq",1,3,5,5,5,5,9,9,45,44,1,1
"1952",1,2.00693228258751,1,"O/eq",0,1,2,4,2,1,0,0,46,36,0,1
"1953",1,2.35110731422901,1,">=A/eq",0,3,5,5,4,5,0,0,56,53,0,1
"1954",1,2.53846630011685,1,"O/eq",1,1,4,2,4,1,9,10,42,37,1,1
"1955",1,1.86237119860016,1,">=A/eq",1,2,3,3,2,2,10,10,38,36,1,1
"1956",1,1.77179286885075,1,">=A/eq",0,1,1,4,1,3,11,10,38,37,2,0
"1957",1,1.91100889979861,0,"O/eq",0,1,3,1,3,1,0,0,40,36,0,0
"1958",1,2.89746675989591,1,">=A/eq",1,1,4,5,5,5,11,9,45,43,1,1
"1959",1,3.07594314217567,1,">=A/eq",1,3,5,4,3,5,10,10,39,37,3,1
"1960",1,3.01276305457577,1,"O/eq",0,1,5,3,4,4,9,9,48,48,1,1
"1961",1,2.1682029212825,1,">=A/eq",1,3,5,5,4,5,17,17,47,47,1,1
"1962",1,2.43345745652914,1,"O/eq",1,1,1,2,3,3,9,9,47,44,1,1
"1963",1,1.64201037702151,0,"None",0,1,4,1,4,4,9,9,44,45,5,0
"1964",1,2.53930935589597,0,">=A/eq",1,2,5,5,3,3,9,9,53,53,6,1
"1965",1,2.23628261173144,0,"O/eq",0,1,5,4,3,3,11,12,53,53,0,0
"1966",1,2.1165502795484,0,"None",1,1,5,2,2,2,9,9,43,41,1,0
"1967",1,1.57136345468461,1,">=A/eq",0,1,5,4,3,3,0,0,57,41,0,0
"1968",1,1.92190201813355,1,"O/eq",1,2,1,1,1,2,9,9,51,51,2,1
"1969",1,1.64488710276782,1,"O/eq",0,1,2,2,2,2,9,9,60,53,0,0
"1970",1,0.942176309414212,1,"O/eq",0,2,2,3,3,3,0,0,43,41,0,0
"1971",1,1.4989930279553,1,"O/eq",0,1,5,5,5,5,0,0,42,37,0,0
"1972",1,2.22347535565496,1,">=A/eq",0,1,5,3,5,3,0,0,55,55,0,1
"1973",1,3.00575641705655,1,">=A/eq",0,3,5,5,5,5,0,0,45,42,0,1
"1974",1,1.74122451641597,0,"O/eq",1,1,3,5,4,3,9,11,47,44,2,0
"1975",1,2.54376149689778,1,">=A/eq",0,4,3,2,5,3,10,10,55,42,0,1
"1976",1,2.24752580956556,0,">=A/eq",0,5,1,2,1,2,10,10,45,38,1,1
"1977",1,1.62675652303733,1,">=A/eq",1,3,4,5,5,4,13,9,45,37,3,0
"1978",1,3.09295347053558,0,"None",0,2,2,2,1,2,10,10,38,37,2,1
"1979",1,2.30411296873353,1,">=A/eq",1,3,2,3,5,4,10,10,57,53,2,1
"1980",0,1.71250197081827,1,"O/eq",0,1,2,5,1,3,9,9,48,43,0,0
"1981",1,2.24064967897721,1,">=A/eq",0,4,5,5,5,5,13,11,54,57,3,1
"1982",1,2.18562273355201,1,"O/eq",1,4,2,4,5,4,11,12,46,53,0,1
"1983",1,2.52460653195157,1,"O/eq",0,2,3,4,4,5,11,9,48,44,0,1
"1984",1,3.17465986893512,1,">=A/eq",1,3,2,5,3,5,12,10,39,48,2,1
"1985",1,2.53076896024868,1,">=A/eq",1,3,5,5,5,5,13,13,44,39,1,1
"1986",1,2.41629572003149,1,"O/eq",1,3,3,5,4,5,10,10,40,39,3,1
"1987",1,2.27985477843322,1,">=A/eq",0,1,5,5,5,5,10,10,65,58,1,1
"1988",1,1.98198452335783,1,">=A/eq",1,2,4,4,2,2,9,10,54,45,1,0
"1989",1,2.72750381124206,1,">=A/eq",1,4,5,5,4,5,9,11,49,42,1,1
"1990",1,1.7100594737567,1,">=A/eq",0,2,3,5,3,3,10,10,42,39,2,0
"1991",1,2.15333760110662,1,">=A/eq",0,1,2,5,2,4,10,9,50,50,3,0
"1992",1,2.21882947604172,1,">=A/eq",1,1,2,5,4,5,11,10,43,43,1,1
"1993",1,2.50193566642701,1,">=A/eq",1,1,3,5,2,4,9,9,43,43,1,1
"1994",1,1.36293893819675,0,"None",1,1,1,1,2,1,9,9,49,44,2,0
"1995",1,1.7401231599506,1,"O/eq",1,3,4,3,4,4,9,9,47,42,1,0
"1996",1,1.32086429302581,1,"O/eq",1,2,2,3,3,4,10,9,40,41,3,0
"1997",1,2.08728530420921,1,">=A/eq",0,1,2,5,2,5,10,11,47,44,2,1
"1998",1,2.30714172730222,1,">=A/eq",0,1,2,1,1,2,10,9,39,42,5,0
"1999",1,1.832494673552,0,"None",1,2,3,2,2,1,9,9,60,51,5,0
"2000",1,2.41492768633179,1,">=A/eq",0,3,1,1,3,4,10,17,48,40,2,0
"2001",1,1.86065430752933,1,">=A/eq",1,2,5,3,5,4,17,9,45,44,1,0
"2002",1,2.37689951900392,1,">=A/eq",1,3,4,5,3,5,13,12,45,42,3,1
"2003",1,2.94693151512183,1,"O/eq",1,1,3,4,4,4,17,10,48,46,0,1
"2004",1,2.35105419973843,0,"None",1,1,2,4,5,4,10,10,39,35,0,1
"2005",1,1.52294291718863,0,"None",1,1,1,1,1,1,9,10,52,50,3,0
"2006",1,1.75830440432764,1,"O/eq",0,1,5,5,3,5,0,0,42,41,0,0
"2007",1,1.93309485213831,1,"O/eq",1,1,4,5,2,4,9,9,56,52,3,0
"2008",1,2.23861679737456,1,"O/eq",0,1,5,5,5,5,13,11,53,48,4,1
"2009",1,2.6564123944845,1,">=A/eq",0,2,5,5,3,5,9,9,45,41,0,1
"2010",1,1.79594042664394,0,"O/eq",1,2,1,2,1,1,9,11,53,51,4,0
"2011",1,2.53810855443589,1,">=A/eq",0,3,5,5,4,5,9,9,45,44,1,1
"2012",1,3.12799391639419,1,"O/eq",1,1,5,4,5,4,9,9,44,41,1,1
"2013",1,2.24142641830258,1,">=A/eq",1,1,5,5,5,4,11,10,41,43,3,1
"2014",1,2.3576937559992,1,">=A/eq",1,3,5,4,3,4,11,15,48,47,0,1
"2015",1,2.10165353072807,1,"O/eq",0,2,3,2,3,2,10,11,37,37,3,0
"2016",1,1.40709534985945,0,"None",1,5,1,1,1,1,9,9,45,41,8,0
"2017",1,2.21123129618354,1,">=A/eq",0,2,5,5,4,4,9,9,46,39,0,1
"2018",1,1.54009765991941,0,"O/eq",1,1,1,4,2,5,12,13,37,38,1,0
"2019",1,1.59068264253437,0,"None",1,1,1,3,3,2,9,10,43,40,0,0
"2020",1,2.33344527846202,0,"None",0,5,1,1,3,1,0,0,40,37,0,1
"2021",1,3.10385672585108,1,"O/eq",0,2,3,4,3,4,9,9,43,39,0,1
"2022",1,2.44735298678279,1,">=A/eq",1,1,5,2,5,4,12,12,45,43,3,1
"2023",1,1.8056788505055,1,">=A/eq",1,4,5,5,4,5,12,12,52,42,1,0
"2024",1,2.55708942282945,1,">=A/eq",1,2,5,5,4,5,9,9,54,49,2,1
"2025",1,2.46664176392369,1,">=A/eq",1,2,5,5,5,5,9,9,43,45,1,1
"2026",1,1.96421382180415,1,"O/eq",1,2,4,3,5,4,11,11,52,44,1,1
"2027",1,2.63465597690083,1,">=A/eq",0,1,1,1,1,1,10,9,44,45,0,1
"2028",1,1.64835371053778,0,"None",1,2,4,1,2,1,15,15,55,52,4,0
"2029",1,4.35829853941686,1,">=A/eq",1,1,3,3,4,3,11,15,49,41,0,1
"2030",1,2.2227563066408,1,">=A/eq",0,1,1,4,3,4,15,9,44,46,1,1
"2031",1,1.28767998772673,0,"None",0,1,3,1,1,1,9,9,42,39,0,0
"2032",1,2.78322857129388,1,">=A/eq",0,5,3,5,5,5,0,0,44,41,0,1
"2033",1,1.72935792594217,0,">=A/eq",1,1,3,2,1,1,9,9,43,41,3,0
"2034",1,2.84286916139536,1,"O/eq",0,4,4,1,5,1,12,13,73,57,2,1
"2035",1,1.88767214585095,1,">=A/eq",0,2,2,2,3,2,9,11,47,58,0,1
"2036",1,1.97526076808572,0,">=A/eq",1,2,2,4,1,1,9,10,44,40,1,1
"2037",1,2.61502738040872,0,"O/eq",1,1,3,1,2,1,9,9,42,37,3,1
"2038",1,2.43823431548663,1,"O/eq",0,1,3,5,4,5,0,0,41,40,0,0
"2039",1,2.54403758887201,1,">=A/eq",1,1,4,3,2,4,9,9,47,44,1,1
"2040",1,2.74706139834598,1,">=A/eq",0,1,1,4,2,3,9,12,40,38,2,1
"2041",1,1.56447525438853,1,"O/eq",1,2,3,4,3,3,9,12,41,43,1,0
"2042",1,1.65319320745766,1,">=A/eq",1,3,3,5,3,4,9,11,46,41,1,0
"2043",1,1.4972653593868,0,"None",1,1,2,1,1,2,9,10,41,45,2,0
"2044",1,2.31960383825936,1,">=A/eq",0,2,5,4,3,3,9,9,44,41,1,1
"2045",1,2.53137667803094,0,"None",1,1,5,5,3,5,8,11,43,36,1,1
"2046",1,1.56595759070478,1,"O/eq",0,1,5,2,4,3,0,0,44,40,0,0
"2047",1,1.354547862662,0,"None",0,1,4,4,5,5,0,0,48,48,0,0
"2048",1,2.13439279352315,0,"None",0,1,1,2,1,2,0,0,45,47,0,0
"2049",1,1.17749908845872,0,"None",1,1,1,3,1,1,10,11,43,40,5,0
"2050",1,1.24703551991843,1,">=A/eq",1,2,3,2,2,2,15,17,46,45,1,0
"2051",1,2.64100557123311,1,">=A/eq",0,4,5,4,5,5,13,12,50,48,0,1
"2052",1,1.34338691039011,1,"O/eq",1,2,2,5,1,4,11,9,53,46,1,0
"2053",1,2.95671990443952,1,"O/eq",1,2,2,4,5,5,9,9,45,45,1,1
"2054",1,2.83968206238933,1,">=A/eq",1,5,5,5,4,5,11,10,42,39,2,1
"2055",1,2.59904907480813,1,">=A/eq",1,1,5,1,2,3,9,9,52,50,2,1
"2056",1,2.17966724396683,1,">=A/eq",1,4,3,2,3,2,11,11,51,51,4,1
"2057",1,2.40054375119507,1,"O/eq",0,1,5,3,1,3,10,10,54,46,0,1
"2058",1,2.07525659655221,1,">=A/eq",1,1,2,4,3,5,9,8,50,40,2,0
"2059",1,2.70712372520939,1,"O/eq",0,5,3,4,3,5,0,0,52,55,0,1
"2060",1,2.11535971192643,0,"None",1,2,5,2,1,2,10,8,43,42,0,0
"2061",1,2.40367435361258,1,">=A/eq",1,3,5,4,4,5,9,10,41,40,1,0
"2062",1,2.68677571113221,1,">=A/eq",0,4,5,2,5,2,18,13,47,43,3,1
"2063",1,2.25455798464827,0,"None",0,1,5,3,2,2,11,9,45,47,1,1
"2064",1,2.4685097571928,1,">=A/eq",0,4,1,3,2,4,9,8,40,37,0,1
"2065",1,2.37198446411639,1,">=A/eq",0,5,2,4,5,4,11,12,50,49,0,1
"2066",1,2.02672725496813,1,">=A/eq",0,2,2,4,2,4,10,10,42,39,2,1
"2067",1,1.85351591580548,1,">=A/eq",1,1,4,4,3,4,11,11,42,42,1,1
"2068",1,1.74722984130494,1,">=A/eq",1,2,3,4,2,3,9,9,52,45,2,0
"2069",1,2.15948643744923,0,"None",0,1,2,4,2,4,0,0,57,43,0,0
"2070",1,2.74715107586235,1,">=A/eq",1,1,5,5,5,5,9,10,40,34,5,1
"2071",1,2.11661730473861,1,">=A/eq",1,1,5,2,1,2,10,10,43,43,1,0
"2072",1,2.73112594056875,1,">=A/eq",0,1,3,5,2,5,0,0,53,47,0,1
"2073",1,1.2344607738778,1,">=A/eq",0,1,5,5,4,4,0,0,46,44,0,0
"2074",1,2.01853250525892,1,">=A/eq",1,1,3,3,4,4,11,9,45,45,1,1
"2075",1,1.07879052078351,0,"None",1,1,4,3,1,2,9,9,45,45,0,0
"2076",1,2.27962599182501,0,">=A/eq",1,2,5,4,3,4,10,11,39,36,1,1
"2077",1,2.31405504886061,1,">=A/eq",0,1,5,3,3,4,0,0,43,40,0,1
"2078",1,1.08919717068784,1,">=A/eq",1,1,4,4,3,3,18,11,56,44,3,0
"2079",1,2.71109173330478,1,"O/eq",0,1,2,3,4,3,13,11,45,42,2,1
"2080",1,2.40688689099625,1,">=A/eq",0,1,3,4,3,3,0,0,48,37,0,1
"2081",1,2.8873787233606,1,"O/eq",0,1,2,2,1,2,12,12,50,49,3,1
"2082",1,3.10718159074895,1,">=A/eq",1,1,2,5,4,4,9,9,44,45,1,1
"2083",1,1.27893924037926,1,"O/eq",0,1,5,4,3,4,9,9,42,42,2,0
"2084",1,1.66128253657371,1,">=A/eq",1,1,4,5,4,5,9,9,51,48,3,0
"2085",1,2.66011888510547,1,">=A/eq",1,1,1,5,2,3,9,9,42,41,1,1
"2086",1,1.97025779844261,1,">=A/eq",1,1,3,5,5,4,10,10,41,40,1,1
"2087",1,2.44128268631175,1,"O/eq",1,1,4,3,2,3,9,9,46,41,3,0
"2088",1,2.04009431228042,1,">=A/eq",1,1,2,5,5,4,13,10,46,43,4,1
"2089",1,2.24066644604318,1,">=A/eq",1,1,3,5,4,5,9,9,51,45,2,0
"2090",1,2.27676078444347,1,">=A/eq",1,1,2,4,2,3,10,10,38,39,0,1
"2091",1,2.28967834566719,1,"O/eq",1,1,5,5,1,3,10,12,49,41,2,0
"2092",1,1.92424064129591,0,"None",1,5,1,1,1,2,9,10,41,36,0,0
"2093",1,2.609649365535,1,">=A/eq",0,1,4,3,2,2,9,10,47,40,1,1
"2094",1,3.38655816600658,1,"O/eq",1,1,4,5,5,4,9,8,42,45,2,1
"2095",1,2.25964119983837,1,"O/eq",0,3,3,4,1,4,0,0,43,40,0,1
"2096",1,2.61059824889526,1,"O/eq",1,1,5,4,5,5,11,11,42,41,1,1
"2097",1,2.05580815114081,1,"O/eq",1,1,2,1,1,1,9,10,40,38,4,0
"2098",1,2.26491207815707,0,"None",0,1,3,1,1,1,9,9,50,45,0,1
"2099",1,2.22817867621779,0,"None",1,1,1,1,1,1,9,9,46,41,1,0
"2100",1,2.83216703427024,1,"O/eq",0,1,2,1,2,2,9,9,46,44,1,1
"2101",1,2.22049726592376,1,"O/eq",0,1,2,2,1,1,9,9,43,41,2,1
"2102",1,1.14470942504704,0,"None",0,5,1,1,1,2,9,9,58,45,8,0
"2103",1,2.475720372051,1,">=A/eq",1,3,3,5,4,4,13,11,55,55,2,1
